fecha,cnae_cod,cnae_nombre,afiliados_medios_reg_general,afiliados_medios_autonomos,afiliados_medios_total
2009-04-01,80,Actividades de seguridad e investigación,121749.3,1818.7,123568
2009-04-01,81,Servicios a edificios y actividades de jardinería,497729.3,46650.75,544380.05
2009-04-01,82,Actividades administrativas de oficina y activ. Aux. empresas,140624.45,20161.4,160785.85
2009-04-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1074512.35,481,1074993.35
2009-04-01,85,Educación,704555.8,57695,762250.8
2009-04-01,86,Actividades sanitarias,851047.25,67267.25,918314.5
2009-04-01,87,Asistencia en establecimientos residenciales,185875.25,2356.8,188232.05
2009-04-01,88,Actividades de servicios sociales sin alojamiento,229228.65,3719.95,232948.6
2009-04-01,90,"Actividades de creación, artísticas y espectáculos",26547.75,25042.75,51590.5
2009-04-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14404.8,1663.1,16067.9
2009-04-01,92,Actividades de juegos de azar y apuestas,29967.15,5268.25,35235.4
2009-04-01,93,"Actividades deportivas, recreativas y de entretenimiento",126834.3,18374.9,145209.2
2009-04-01,94,Actividades asociativas,141566.45,19844.9,161411.35
2009-04-01,95,"Reparación de ordenadores, efectos personales y uso dom.",38062.2,76816.25,114878.45
2009-04-01,96,Otros servicios personales,157546.45,113791.2,271337.65
2009-04-01,97,Actividades de los hogares como empleado,41720.6,322.15,42042.75
2009-04-01,98,Actividades de los hogares como productores de bienes,0,0,0
2009-04-01,99,Actividades de organizaciones y organ. Extraterritoriales,2143.1,12,2155.1
2009-05-01,01,"Agricultura, ganadería, caza y servicios",35682.95,291677.2,327360.15
2009-05-01,02,Silvicultura y explotación forestal,22270.6,3306.65,25577.25
2009-05-01,03,Pesca y acuicultura,1922.55,2797.75,4720.3
2009-05-01,05,"Extracción de antracita, hulla y lignito",77.7,263.55,341.25
2009-05-01,06,Extracción de crudo de petróleo y gas natural,37,7,44
2009-05-01,07,Extracción de minerales metálicos,1396.15,69.35,1465.5
2009-05-01,08,Otras industrias extractivas,23118.35,1903.7,25022.05
2009-05-01,09,Actividades de apoyo a las industrias extractivas,1450.65,103.05,1553.7
2009-05-01,10,Industria de la alimentación,302005.8,38629.6,340635.39999999997
2009-05-01,11,Fabricación de bebidas,48909.1,3374.8,52283.9
2009-05-01,12,Industria del tabaco,3438.35,48.65,3487
2009-05-01,13,Industria textil,44592.05,5343.7,49935.75
2009-05-01,14,Confección de prendas de vestir,55134,13852.1,68986.1
2009-05-01,15,Industria del cuero y del calzado,29068.35,5218.75,34287.1
2009-05-01,16,"Industria de la madera y del corcho, excepto muebles",63913.9,21407.5,85321.4
2009-05-01,17,Industria del papel,44494.55,1718.05,46212.600000000006
2009-05-01,18,Artes gráficas y reproducción de soportes grabados,74637.15,15919.15,90556.29999999999
2009-05-01,19,Coquerías y refino de petróleo,9297.45,45.2,9342.650000000001
2009-05-01,20,Industria química,86053.15,3452.9,89506.04999999999
2009-05-01,21,Fabricación de productos farmacéuticos,43898.55,102.75,44001.3
2009-05-01,22,Fabricación de productos de caucho y plásticos,93387.6,5781.55,99169.15000000001
2009-05-01,23,Fabricación de otros productos minerales,138480,12877.75,151357.75
2009-05-01,24,"Metalurgia; fabricación de productos de hierro, acero",93751.5,11327.1,105078.6
2009-05-01,25,"Fabricación de productos metálicos, excepto maquina.",248174.85,41778.35,289953.2
2009-05-01,26,"Fabricación de productos informáticos, electró. ópticos",36093.45,2321.75,38415.2
2009-05-01,27,Fabricación de material y equipo eléctrico,54012.35,5876.9,59889.25
2009-05-01,28,Fabricación de maquinaria y equipo n.c.o.p.,121911.15,16985.8,138896.94999999998
2009-05-01,29,"Fabricación de vehículos de motor, remolques",150396.85,2137.75,152534.6
2009-05-01,30,Fabricación de otro material de transporte,56673.05,2261.6,58934.65
2009-05-01,31,Fabricación de muebles,72913,20555.65,93468.65
2009-05-01,32,Otras industrias manufactureras,25461.55,6198.3,31659.85
2009-05-01,33,Reparación e instalación de maquinaria y equipo,54083.75,15828.15,69911.9
2009-05-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",38315.6,1130.4,39446
2009-05-01,36,"Captación, depuración y distribución de agua",40963,507.45,41470.45
2009-05-01,37,Recogida y tratamiento de aguas residuales,4383.45,209.9,4593.3499999999995
2009-05-01,38,"Recogida, tratamiento y eliminación de residuos",88055.25,1631.25,89686.5
2009-05-01,39,Actividades de descontaminación y otros,1048.45,117.95,1166.4
2009-05-01,41,Construcción de edificios,601400.85,147520.35,748921.2
2009-05-01,42,Ingeniería civil,93388.2,31018.9,124407.1
2009-05-01,43,Actividades de construcción especializada,640051.65,316385.45,956437.1000000001
2009-05-01,45,Venta y reparación de vehículos de motor,250130.95,83376.1,333507.05000000005
2009-05-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",762718.25,172477.9,935196.15
2009-05-01,47,"Comercio al por menor, excepto de vehículos motor",1283791.05,537582,1821373.05
2009-05-01,49,Transporte terrestre y por tubería,393952,204993.65,598945.65
2009-05-01,50,Transporte marítimo y por vías navegable,726.9,181.9,908.8
2009-05-01,51,Transporte aéreo,39734.7,143.65,39878.35
2009-05-01,52,Almacenamiento y actividades anexas al transporte,152165.2,5747.15,157912.35
2009-05-01,53,Actividades postales y de correos,61338.3,3819.45,65157.75
2009-05-01,55,Servicios de alojamiento,255491.8,17280.35,272772.14999999997
2009-05-01,56,Servicios de comidas y bebidas,718956.4,306281.3,1025237.7
2009-05-01,58,Edición,74701.2,10377.65,85078.84999999999
2009-05-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",35956.5,6884.6,42841.1
2009-05-01,60,Actividades de programación y emisión de radio y telev.,26512.75,814.75,27327.5
2009-05-01,61,Telecomunicaciones,84716.4,4500.5,89216.9
2009-05-01,62,"Programación, consultoría y otras activ. ,  Informáticas",139820.3,17197.4,157017.69999999998
2009-05-01,63,Servicios de información,15086.95,5471,20557.95
2009-05-01,64,"Servicios financieros, excepto seguros y fondos pens.",288136.2,3063.05,291199.25
2009-05-01,65,"Seguros, reaseguros y fondos de pensiones",59859.85,4079.95,63939.799999999996
2009-05-01,66,Actividades auxiliares a los servicios financieros y segur.,45648.05,43448.15,89096.20000000001
2009-05-01,68,Actividades inmobiliarias,64763.45,30229,94992.45
2009-05-01,69,Actividades jurídicas y de contabilidad,217869.25,67161.95,285031.2
2009-05-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,53889.9,15149.45,69039.35
2009-05-01,71,Servicios técnicos de arquitectura e ingeniería,188825.7,49549.6,238375.30000000002
2009-05-01,72,Investigación y desarrollo,54635.35,9000.25,63635.6
2009-05-01,73,Publicidad y estudios de mercado,89013.05,23004.35,112017.4
2009-05-01,74,"Otras actividades profesionales, científicas y técnicas",38313.95,30364.25,68678.2
2009-05-01,75,Actividades veterinarias,9382.9,8239.05,17621.949999999997
2009-05-01,77,Actividades de alquiler,168309.75,51936.5,220246.25
2009-05-01,78,Actividades relacionadas con el empleo,107421.2,1840.25,109261.45
2009-05-01,79,"Actividades de agencias de viajes, operadores turis.",49076.3,10453,59529.3
2009-05-01,80,Actividades de seguridad e investigación,122556.25,1815,124371.25
2009-05-01,81,Servicios a edificios y actividades de jardinería,500401.7,46432.75,546834.45
2009-05-01,82,Actividades administrativas de oficina y activ. Aux. empresas,143018.6,20510.35,163528.95
2009-05-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1082792.9,477.5,1083270.4
2009-05-01,85,Educación,704899.15,57716.7,762615.85
2009-05-01,86,Actividades sanitarias,852778.75,67422.25,920201
2009-05-01,87,Asistencia en establecimientos residenciales,188124.05,2385.05,190509.09999999998
2009-05-01,88,Actividades de servicios sociales sin alojamiento,235542.8,3744.75,239287.55
2009-05-01,90,"Actividades de creación, artísticas y espectáculos",28113.95,25195.2,53309.15
2009-05-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14678.1,1664.25,16342.35
2009-05-01,92,Actividades de juegos de azar y apuestas,29949.35,5271.95,35221.299999999996
2009-05-01,93,"Actividades deportivas, recreativas y de entretenimiento",127133,18623.45,145756.45
2009-05-01,94,Actividades asociativas,141184.75,19761.2,160945.95
2009-05-01,95,"Reparación de ordenadores, efectos personales y uso dom.",37671.45,76306.55,113978
2009-05-01,96,Otros servicios personales,159568,113963,273531
2009-05-01,97,Actividades de los hogares como empleado,41884.9,321.25,42206.15
2009-05-01,98,Actividades de los hogares como productores de bienes,0,0,0
2009-05-01,99,Actividades de organizaciones y organ. Extraterritoriales,2140.45,12,2152.45
2009-06-01,01,"Agricultura, ganadería, caza y servicios",36205,290740.09,326945.09
2009-06-01,02,Silvicultura y explotación forestal,24172.86,3262.86,27435.72
2009-06-01,03,Pesca y acuicultura,1876.77,2753.68,4630.45
2009-06-01,05,"Extracción de antracita, hulla y lignito",72.91,259.23,332.14
2009-06-01,06,Extracción de crudo de petróleo y gas natural,36.95,7,43.95
2009-06-01,07,Extracción de minerales metálicos,1410.05,68.95,1479
2009-06-01,08,Otras industrias extractivas,23074.91,1892.95,24967.86
2009-06-01,09,Actividades de apoyo a las industrias extractivas,1451.45,100.73,1552.18
2009-06-01,10,Industria de la alimentación,301465.41,38678.91,340144.31999999995
2009-06-01,11,Fabricación de bebidas,49228.68,3358.64,52587.32
2009-06-01,12,Industria del tabaco,3257.59,49,3306.59
2009-06-01,13,Industria textil,44274.55,5332.09,49606.64
2009-06-01,14,Confección de prendas de vestir,55090.05,13741.77,68831.82
2009-06-01,15,Industria del cuero y del calzado,31571.05,5191.5,36762.55
2009-06-01,16,"Industria de la madera y del corcho, excepto muebles",63313.64,21268.95,84582.59
2009-06-01,17,Industria del papel,44383.91,1706.68,46090.590000000004
2009-06-01,18,Artes gráficas y reproducción de soportes grabados,74258.45,15878.09,90136.54
2009-06-01,19,Coquerías y refino de petróleo,9283.14,44.59,9327.73
2009-06-01,20,Industria química,85926.5,3446.95,89373.45
2009-06-01,21,Fabricación de productos farmacéuticos,43887.91,104.05,43991.96000000001
2009-06-01,22,Fabricación de productos de caucho y plásticos,92861.5,5758.32,98619.82
2009-06-01,23,Fabricación de otros productos minerales,137051.68,12826.64,149878.32
2009-06-01,24,"Metalurgia; fabricación de productos de hierro, acero",92168.95,11236.32,103405.26999999999
2009-06-01,25,"Fabricación de productos metálicos, excepto maquina.",246577.86,41623.68,288201.54
2009-06-01,26,"Fabricación de productos informáticos, electró. ópticos",34813.95,2329.23,37143.18
2009-06-01,27,Fabricación de material y equipo eléctrico,55131.95,5857.73,60989.67999999999
2009-06-01,28,Fabricación de maquinaria y equipo n.c.o.p.,120534.05,16859.04,137393.09
2009-06-01,29,"Fabricación de vehículos de motor, remolques",150835.45,2135.27,152970.72
2009-06-01,30,Fabricación de otro material de transporte,56619.55,2237.82,58857.37
2009-06-01,31,Fabricación de muebles,72100.91,20392.5,92493.41
2009-06-01,32,Otras industrias manufactureras,25485.14,6194.68,31679.82
2009-06-01,33,Reparación e instalación de maquinaria y equipo,53233.09,15811.05,69044.14
2009-06-01,35,"Suministro de energía eléctrica, gas, vapor  y aire c.",38141.68,1134.55,39276.23
2009-06-01,36,"Captación, depuración y distribución de agua",41510.64,510.36,42021
2009-06-01,37,Recogida y tratamiento de aguas residuales,4558.32,213.82,4772.139999999999
2009-06-01,38,"Recogida, tratamiento y eliminación de residuos",89846.86,1625.27,91472.13
2009-06-01,39,Actividades de descontaminación y otros,1118.18,118.45,1236.63
2009-06-01,41,Construcción de edificios,604096.64,146006.82,750103.46
2009-06-01,42,Ingeniería civil,93867.77,29904.59,123772.36
2009-06-01,43,Actividades de construcción especializada,639847.5,314253.86,954101.36
2009-06-01,45,Venta y reparación de vehículos de motor,249417.5,83269.09,332686.58999999997
2009-06-01,46,"Comercio al por mayor e intermediarios, excepto v. motor",758016.73,172163.55,930180.28
2009-06-01,47,"Comercio al por menor, excepto de vehículos motor",1292857.68,538103.95,1830961.63
2009-06-01,49,Transporte terrestre y por tubería,392699.55,204265.41,596964.96
2009-06-01,50,Transporte marítimo y por vías navegable,731.59,190.86,922.45
2009-06-01,51,Transporte aéreo,39626.73,146.36,39773.090000000004
2009-06-01,52,Almacenamiento y actividades anexas al transporte,153003.05,5757.55,158760.59999999998
2009-06-01,53,Actividades postales y de correos,61395.77,3852.82,65248.59
2009-06-01,55,Servicios de alojamiento,270425.41,17441.45,287866.86
2009-06-01,56,Servicios de comidas y bebidas,715287.14,308129.27,1023416.41
2009-06-01,58,Edición,73880.73,10345.95,84226.68
2009-06-01,59,"Actividades cinematográficas, de vídeo y prog. telev.",35787.09,6889.23,42676.31999999999
2009-06-01,60,Actividades de programación y emisión de radio y telev.,26364.68,823.14,27187.82
2009-06-01,61,Telecomunicaciones,84468.45,4504.27,88972.72
2009-06-01,62,"Programación, consultoría y otras activ. ,  Informáticas",139064,17261.18,156325.18
2009-06-01,63,Servicios de información,14958.41,5564,20522.41
2009-06-01,64,"Servicios financieros, excepto seguros y fondos pens.",287674.27,3049.82,290724.09
2009-06-01,65,"Seguros, reaseguros y fondos de pensiones",59861.77,4064.91,63926.67999999999
2009-06-01,66,Actividades auxiliares a los servicios financieros y segur.,45755.82,43538.95,89294.76999999999
2009-06-01,68,Actividades inmobiliarias,64834.05,30064.45,94898.5
2009-06-01,69,Actividades jurídicas y de contabilidad,217480.36,67239.64,284720
2009-06-01,70,Actividades de las sedes centrales; activ. Consul. Gest. Empr.,54127.36,15174,69301.36
2009-06-01,71,Servicios técnicos de arquitectura e ingeniería,188328.27,49579.73,237908
2009-06-01,72,Investigación y desarrollo,55118.14,9020.64,64138.78
2009-06-01,73,Publicidad y estudios de mercado,88375.41,23012.14,111387.55
2009-06-01,74,"Otras actividades profesionales, científicas y técnicas",39557.45,30496.77,70054.22
2009-06-01,75,Actividades veterinarias,9442.91,8259.27,17702.18
2009-06-01,77,Actividades de alquiler,164246.09,51472.68,215718.77
2009-06-01,78,Actividades relacionadas con el empleo,111805.23,1856.18,113661.40999999999
2009-06-01,79,"Actividades de agencias de viajes, operadores turis.",48943.73,10478.27,59422
2009-06-01,80,Actividades de seguridad e investigación,124091.41,1825.27,125916.68000000001
2009-06-01,81,Servicios a edificios y actividades de jardinería,504690.36,46233.45,550923.8099999999
2009-06-01,82,Actividades administrativas de oficina y activ. Aux. empresas,140950.55,20806.45,161757
2009-06-01,84,Administración Pòblica y defensa; Seguridad Soc. oblig.,1086311.14,475.41,1086786.5499999998
2009-06-01,85,Educación,672435.82,57202.77,729638.59
2009-06-01,86,Actividades sanitarias,865980.73,67512.59,933493.32
2009-06-01,87,Asistencia en establecimientos residenciales,191762.27,2392.41,194154.68
2009-06-01,88,Actividades de servicios sociales sin alojamiento,241718.68,3745.05,245463.72999999998
2009-06-01,90,"Actividades de creación, artísticas y espectáculos",27730.55,25301.77,53032.32
2009-06-01,91,"Actividades de bibliotecas, archivos, museos y o. act. Cult.",14646.55,1662.68,16309.23
2009-06-01,92,Actividades de juegos de azar y apuestas,29910.68,5280.5,35191.18
2009-06-01,93,"Actividades deportivas, recreativas y de entretenimiento",124475.95,18823.91,143299.86
2009-06-01,94,Actividades asociativas,138171.55,19665.18,157836.72999999998
2009-06-01,95,"Reparación de ordenadores, efectos personales y uso dom.",37343.59,75842.68,113186.26999999999
2009-06-01,96,Otros servicios personales,160486,114113.82,274599.82
2009-06-01,97,Actividades de los hogares como empleado,42634.05,321.73,42955.780000000006
2009-06-01,98,Actividades de los hogares como productores de bienes,0,0,0
2009-06-01,99,Actividades de organizaciones y organ. Extraterritoriales,2127.95,12.68,2140.6299999999997
2009-07-01,01,"Agricultura, ganadería, caza y servicios",35726.74,289683.09,325409.83
2009-07-01,02,Silvicultura y explotación forestal,27372.04,3242.39,30614.43
2009-07-01,03,Pesca y acuicultura,1874.13,2713.43,4587.5599999999995
2009-07-01,05,"Extracción de antracita, hulla y lignito",72.74,256.39,329.13
2009-07-01,06,Extracción de crudo de petróleo y gas natural,36.13,7,43.13
2009-07-01,07,Extracción de minerales metálicos,1411.43,70.48,1481.91
2009-07-01,08,Otras industrias extractivas,23035.74,1882.35,24918.09
2009-07-01,09,Actividades de apoyo a las industrias extractivas,1453.26,100.74,1554
2009-07-01,10,Industria de la alimentación,303012.57,38750.09,341762.66000000003
2009-07-01,11,Fabricación de bebidas,50116.61,3338.43,53455.04
2009-07-01,12,Industria del tabaco,2941,49,2990
2009-07-01,13,Industria textil,43837.17,5300.39,49137.56
2009-07-01,14,Confección de prendas de vestir,54404.52,13616.96,68021.48
2009-07-01,15,Industria del cuero y del calzado,32176.09,5148.39,37324.48
2009-07-01,16,"Industria de la madera y del corcho, excepto muebles",62470.7,21119.35,83590.04999999999
2009-07-01,17,Industria del papel,44223.22,1692.13,45915.35
2009-07-01,18,Artes gráficas y reproducción de soportes grabados,73630.43,15799.39,89429.81999999999
2009-07-01,19,Coquerías y refino de petróleo,9186.78,43.96,9230.74
2009-07-01,20,Industria química,86282.35,3445.26,89727.61
2009-07-01,21,Fabricación de productos farmacéuticos,43831.65,104.78,43936.43
