fecha,cnae_cod,cnae_nombre,ccc_ultimo_dia,ccc_media_mes,trabajadores_erte_ultimo_dia,trabajadores_erte_media_mes,hombres_erte_ultimo_dia,mujeres_erte_ultimo_dia,hombres_erte_media_mes,mujeres_erte_media_mes
2020-06-01,77,Actividades de alquiler,3267,3503.4761904761904,18588,21072.52380952381,11262,7326,NA,NA
2020-06-01,78,Actividades relacionadas con el empleo,1049,1128.7142857142858,7843,9906.857142857143,3258,4585,NA,NA
2020-06-01,79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",4316,4363.142857142857,32157,32004.761904761905,9198,22959,NA,NA
2020-06-01,80,Actividades de seguridad e investigación,571,670.6190476190476,6461,8750.047619047618,4511,1950,NA,NA
2020-06-01,81,Servicios a edificios y actividades de jardinería,4926,5680.333333333333,32331,45321.857142857145,9451,22880,NA,NA
2020-06-01,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,3879,4185.666666666667,29319,36097.142857142855,13280,16039,NA,NA
2020-06-01,84,Administración Pública y defensa; Seguridad Social obligatoria,90,102.38095238095238,649,572.8095238095237,260,389,NA,NA
2020-06-01,85,Educación,16709,19401.285714285714,82077,117285.9523809524,20800,61277,NA,NA
2020-06-01,86,Actividades sanitarias,12974,16247.952380952382,33873,48657.857142857145,5963,27910,NA,NA
2020-06-01,87,Asistencia en establecimientos residenciales,394,418.66666666666663,2304,2863.4285714285716,598,1706,NA,NA
2020-06-01,88,Actividades de servicios sociales sin alojamiento,2210,2397.4761904761904,14978,29256.857142857145,3884,11094,NA,NA
2020-06-01,90,"Actividades de creación, artísticas y espectáculos",1818,1914.4761904761906,7870,8825.095238095239,4207,3663,NA,NA
2020-06-01,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",455,480.5238095238095,3424,3764.4285714285716,1249,2175,NA,NA
2020-06-01,92,Actividades de juegos de azar y apuestas,2593,3104.238095238095,16035,20184.52380952381,8362,7673,NA,NA
2020-06-01,93,"Actividades deportivas, recreativas y de entretenimiento",11348,12772.47619047619,69726,91680.04761904762,38469,31257,NA,NA
2020-06-01,94,Actividades asociativas,2666,3021.714285714286,11421,14831.857142857143,3851,7570,NA,NA
2020-06-01,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",1674,1948.7619047619048,4815,6056.523809523809,3194,1621,NA,NA
2020-06-01,96,Otros servicios personales,16467,19768.76190476191,39335,49666.28571428571,9368,29967,NA,NA
2020-06-01,97,Actividades de los hogares como empleadores de personal doméstico,79,88.85714285714286,254,276.80952380952385,118,136,NA,NA
2020-06-01,98,Actividades de los hogares como productores de bienes y servicios para uso propio,0,0,0,0,0,0,NA,NA
2020-06-01,99,Actividades de organizaciones y organismos extraterritoriales,16,20.571428571428573,394,405.5238095238095,155,239,NA,NA
2020-07-01,01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",437,493.5,1060,1218.590909090909,705,355,NA,NA
2020-07-01,02,Silvicultura y explotación forestal,47,56,109,124.86363636363637,90,19,NA,NA
2020-07-01,03,Pesca y acuicultura,104,130.04545454545453,299,369.3636363636364,227,72,NA,NA
2020-07-01,05,"Extracción de antracita, hulla y lignito",3,3,9,9,8,1,NA,NA
2020-07-01,06,Extracción de crudo de petróleo y gas natural,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-01,07,Extracción de minerales metálicos,3,2.6363636363636362,116,58.54545454545455,94,22,NA,NA
2020-07-01,08,Otras industrias extractivas,87,93.77272727272728,325,387.27272727272725,290,35,NA,NA
2020-07-01,09,Actividades de apoyo a las industrias extractivas,5,4.909090909090909,20,20.59090909090909,5,15,NA,NA
2020-07-01,10,Industria de la alimentación,3075,3389.181818181818,15161,18083.772727272728,8115,7046,NA,NA
2020-07-01,11,Fabricación de bebidas,880,991.3636363636363,3730,4680.636363636364,2373,1357,NA,NA
2020-07-01,12,Industria del tabaco,6,5.090909090909091,40,20.90909090909091,16,3,NA,NA
2020-07-01,13,Industria textil,840,935.909090909091,4831,5849.454545454546,1365,1379,NA,NA
2020-07-01,14,Confección de prendas de vestir,1234,1339,5076,5859.545454545454,2219,3764,NA,NA
2020-07-01,15,Industria del cuero y del calzado,486,526.9545454545455,2795,3135.2272727272725,1318,1841,NA,NA
2020-07-01,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",669,766.9090909090909,2952,3611.818181818182,1834,708,NA,NA
2020-07-01,17,Industria del papel,249,268.3636363636364,1807,2059.7272727272725,1362,510,NA,NA
2020-07-01,18,Artes gráficas y reproducción de soportes grabados,2654,2852.0454545454545,11410,12838.5,5162,2879,NA,NA
2020-07-01,19,Coquerías y refino de petróleo,2,2,2,2,3131,1422,NA,NA
2020-07-01,20,Industria química,565,606.3636363636364,5901,6004.363636363636,3861,2040,NA,NA
2020-07-01,21,Fabricación de productos farmacéuticos,25,27.636363636363633,689,694.4545454545455,186,503,NA,NA
2020-07-01,22,Fabricación de productos de caucho y plásticos,632,699.9545454545455,4689,5768.5,3147,1542,NA,NA
2020-07-01,23,Fabricación de otros productos minerales no metálicos,707,803.7272727272727,4382,5385.5,3283,1099,NA,NA
2020-07-01,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",285,332.3636363636364,3749,4238.363636363636,3136,613,NA,NA
2020-07-01,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",2650,2995.0454545454545,14836,17665.727272727272,11863,2973,NA,NA
2020-07-01,26,"Fabricación de productos informáticos, electrónicos y ópticos",249,267.5454545454545,2143,2437.181818181818,1414,729,NA,NA
2020-07-01,27,Fabricación de material y equipo eléctrico,283,310.5909090909091,2261,2453.727272727273,1586,675,NA,NA
2020-07-01,28,Fabricación de maquinaria y equipo n.c.o.p.,951,1050.1818181818182,7905,8841.045454545454,6204,1701,NA,NA
2020-07-01,29,"Fabricación de vehículos de motor, remolques y semirremolques",441,481.95454545454544,8668,11812.772727272728,6758,1910,NA,NA
2020-07-01,30,Fabricación de otro material de transporte,170,182.95454545454544,2876,2787.772727272727,2278,598,NA,NA
2020-07-01,31,Fabricación de muebles,1000,1164.2727272727273,3766,4966.045454545454,2752,1014,NA,NA
2020-07-01,32,Otras industrias manufactureras,1073,1229.5454545454545,4623,5522.318181818181,2454,2169,NA,NA
2020-07-01,33,Reparación e instalación de maquinaria y equipo,1239,1436.681818181818,5298,6354.863636363636,4220,1078,NA,NA
2020-07-01,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",98,111.22727272727272,279,333.72727272727275,207,72,NA,NA
2020-07-01,36,"Captación, depuración y distribución de agua",32,36.54545454545455,140,171.22727272727275,95,45,NA,NA
2020-07-01,37,Recogida y tratamiento de aguas residuales,20,22.363636363636363,60,76.4090909090909,48,12,NA,NA
2020-07-01,38,"Recogida, tratamiento y eliminación de residuos; valorización",244,272.8181818181818,1064,1225,700,364,NA,NA
2020-07-01,39,Actividades de descontaminación y otros servicios de gestión de residuos,23,24.636363636363637,69,73.63636363636364,45,24,NA,NA
2020-07-01,41,Construcción de edificios,3552,4206.045454545455,8771,10990.18181818182,5436,3335,NA,NA
2020-07-01,42,Ingeniería civil,247,298.3181818181818,757,968.9545454545454,598,159,NA,NA
2020-07-01,43,Actividades de construcción especializada,6490,7810.590909090909,17347,22097.227272727272,13431,3916,NA,NA
2020-07-01,45,Venta y reparación de vehículos de motor y motocicletas,10253,12211.272727272728,28158,35949.36363636363,21634,6524,NA,NA
2020-07-01,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",18412,20786.90909090909,75710,92448.68181818182,47253,28457,NA,NA
2020-07-01,47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",36265,42005.90909090909,94091,116910.18181818182,31585,62506,NA,NA
2020-07-01,49,Transporte terrestre y por tubería,10336,11668.954545454546,34269,39416.181818181816,28819,5450,NA,NA
2020-07-01,50,Transporte marítimo y por vías navegables interiores,490,545.7272727272727,2124,2369.909090909091,1454,670,NA,NA
2020-07-01,51,Transporte aéreo,195,197.77272727272725,19596,22023.545454545456,10147,9449,NA,NA
2020-07-01,52,Almacenamiento y actividades anexas al transporte,1842,2031.7272727272727,19062,21786.409090909092,12185,6877,NA,NA
2020-07-01,53,Actividades postales y de correos,356,408.5,1427,1762.5454545454545,928,499,NA,NA
2020-07-01,55,Servicios de alojamiento,9795,10721.909090909092,142982,168544.63636363635,62735,80247,NA,NA
2020-07-01,56,Servicios de comidas y bebidas,58829,68574.27272727272,205358,255071.9090909091,97487,107871,NA,NA
2020-07-01,58,Edición,722,776.7272727272727,7511,8266.772727272728,3974,3537,NA,NA
2020-07-01,59,"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical",754,814.2727272727273,4157,5169.90909090909,2025,2132,NA,NA
2020-07-01,60,Actividades de programación y emisión de radio y televisión,232,241.3181818181818,1796,1968.7727272727273,1078,718,NA,NA
2020-07-01,61,Telecomunicaciones,383,450.5,1202,1573.1363636363637,690,512,NA,NA
2020-07-01,62,"Programación, consultoría y otras actividades relacionadas con la informática",1570,1700.0454545454545,12288,13508.090909090908,7711,4577,NA,NA
2020-07-01,63,Servicios de información,413,456.8181818181818,2541,3415.1363636363635,1206,1335,NA,NA
2020-07-01,64,"Servicios financieros, excepto seguros y fondos de pensiones",244,269.54545454545456,1721,1875.8181818181818,832,889,NA,NA
2020-07-01,65,"Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria",70,82,179,222.04545454545456,61,118,NA,NA
2020-07-01,66,Actividades auxiliares a los servicios financieros y a los seguros,767,880.9545454545455,3124,3525.818181818182,1113,2011,NA,NA
2020-07-01,68,Actividades inmobiliarias,4325,4889.909090909091,10582,12442.681818181818,3978,6604,NA,NA
2020-07-01,69,Actividades jurídicas y de contabilidad,3106,3663.681818181818,12055,14260.318181818184,4013,8042,NA,NA
2020-07-01,70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,1178,1295.090909090909,6520,7588.318181818182,2722,3798,NA,NA
2020-07-01,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,2306,2613.2727272727275,11072,13268.545454545454,6658,4414,NA,NA
2020-07-01,72,Investigación y desarrollo,252,282.6363636363636,1779,1922.5,920,859,NA,NA
2020-07-01,73,Publicidad y estudios de mercado,2413,2575.772727272727,14595,16098.636363636364,6335,8260,NA,NA
2020-07-01,74,"Otras actividades profesionales, científicas y técnicas",1692,1895,6942,8461.863636363636,2939,4003,NA,NA
2020-07-01,75,Actividades veterinarias,222,289.77272727272725,486,648.0454545454545,90,396,NA,NA
2020-07-01,77,Actividades de alquiler,2555,2805,12726,15061.045454545456,7616,5110,NA,NA
2020-07-01,78,Actividades relacionadas con el empleo,865,929.8181818181818,5321,6212.681818181818,2098,3223,NA,NA
2020-07-01,79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",3916,4064.1818181818185,26494,28531.090909090908,7720,18774,NA,NA
2020-07-01,80,Actividades de seguridad e investigación,420,470.6363636363636,3940,5045.90909090909,2791,1149,NA,NA
2020-07-01,81,Servicios a edificios y actividades de jardinería,3501,3964.909090909091,18766,23366.09090909091,5716,13050,NA,NA
2020-07-01,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,3086,3365.363636363636,20612,23666.636363636364,9199,11413,NA,NA
2020-07-01,84,Administración Pública y defensa; Seguridad Social obligatoria,51,60.36363636363637,497,547.0454545454545,206,291,NA,NA
2020-07-01,85,Educación,11538,12936.727272727272,47353,56127.454545454544,10594,36759,NA,NA
2020-07-01,86,Actividades sanitarias,7987,9504.59090909091,18634,23343.136363636364,3387,15247,NA,NA
2020-07-01,87,Asistencia en establecimientos residenciales,289,329.04545454545456,1342,1641.4090909090908,334,1008,NA,NA
2020-07-01,88,Actividades de servicios sociales sin alojamiento,1658,1829.8181818181818,8036,10162.045454545454,1626,6410,NA,NA
2020-07-01,90,"Actividades de creación, artísticas y espectáculos",1574,1663.2727272727273,5945,6621.363636363636,3174,2771,NA,NA
2020-07-01,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",333,368.40909090909093,2093,2484.772727272727,789,1304,NA,NA
2020-07-01,92,Actividades de juegos de azar y apuestas,1695,1959.5909090909092,6708,9177.59090909091,3449,3259,NA,NA
2020-07-01,93,"Actividades deportivas, recreativas y de entretenimiento",7890,8930.136363636362,32940,42394.590909090904,17929,15011,NA,NA
2020-07-01,94,Actividades asociativas,1869,2089.727272727273,6783,8109.363636363637,2384,4399,NA,NA
2020-07-01,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",1047,1245.4545454545453,2407,3084.2727272727275,1526,881,NA,NA
2020-07-01,96,Otros servicios personales,11662,13231.954545454544,26080,30443.454545454544,6212,19868,NA,NA
2020-07-01,97,Actividades de los hogares como empleadores de personal doméstico,61,68.68181818181817,182,214.54545454545453,90,92,NA,NA
2020-07-01,98,Actividades de los hogares como productores de bienes y servicios para uso propio,NA,NA,NA,NA,NA,NA,NA,NA
2020-07-01,99,Actividades de organizaciones y organismos extraterritoriales,12,13.727272727272727,339,353.40909090909093,135,204,NA,NA
2020-08-01,01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",317,356.1904761904762,741,872.2,NA,NA,541.7619047619047,295.61904761904765
2020-08-01,02,Silvicultura y explotación forestal,34,38.80952380952381,72,88.13333333333333,NA,NA,66.80952380952381,16.76190476190476
2020-08-01,03,Pesca y acuicultura,72,82.95238095238095,193,236.2,NA,NA,168.57142857142856,54.952380952380956
2020-08-01,05,"Extracción de antracita, hulla y lignito",3,2.6666666666666665,5,6.533333333333333,NA,NA,5.238095238095237,0.6666666666666666
2020-08-01,06,Extracción de crudo de petróleo y gas natural,0,1.0476190476190477,0,1.4666666666666666,NA,NA,0.5238095238095238,0.5238095238095238
2020-08-01,07,Extracción de minerales metálicos,3,3,95,110,NA,NA,84.76190476190476,20.904761904761905
2020-08-01,08,Otras industrias extractivas,70,73.28571428571428,269,253.53333333333336,NA,NA,233.04761904761907,25.19047619047619
2020-08-01,09,Actividades de apoyo a las industrias extractivas,5,5,20,20,NA,NA,5,15
2020-08-01,10,Industria de la alimentación,2457,2624.095238095238,10726,12386.133333333333,NA,NA,6381.142857142857,5566.809523809524
2020-08-01,11,Fabricación de bebidas,639,707.3809523809524,2304,2843.9333333333334,NA,NA,1720.3809523809523,979.952380952381
2020-08-01,12,Industria del tabaco,6,6,40,40,NA,NA,16,3
2020-08-01,13,Industria textil,662,703.9047619047619,3600,3905.2666666666664,NA,NA,2062.095238095238,1749.857142857143
2020-08-01,14,Confección de prendas de vestir,1056,1097.8095238095239,4302,4566.533333333333,NA,NA,1088.857142857143,3409.666666666667
2020-08-01,15,Industria del cuero y del calzado,428,442.85714285714283,2537,2638,NA,NA,1478,1142.5238095238096
2020-08-01,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",511,552.4285714285714,2198,2464.8,NA,NA,1834.8095238095239,564.0952380952381
2020-08-01,17,Industria del papel,213,222.28571428571428,1240,1397.6,NA,NA,858.047619047619,484.95238095238096
2020-08-01,18,Artes gráficas y reproducción de soportes grabados,2310,2403.5238095238096,9045,9664,NA,NA,6200.619047619048,3298.4285714285716
2020-08-01,19,Coquerías y refino de petróleo,1,1.1904761904761905,1,1.2666666666666666,NA,NA,1.1904761904761905,0
2020-08-01,20,Industria química,432,471.76190476190476,3783,4326.799999999999,NA,NA,2756.4285714285716,1409.095238095238
2020-08-01,21,Fabricación de productos farmacéuticos,23,22.38095238095238,707,667.4666666666667,NA,NA,177,501.42857142857144
2020-08-01,22,Fabricación de productos de caucho y plásticos,509,545.0952380952381,3325,3825.2666666666664,NA,NA,2508.095238095238,1187.7619047619048
2020-08-01,23,Fabricación de otros productos minerales no metálicos,526,579.5714285714286,2680,3244.2666666666664,NA,NA,2256.6190476190477,842.5238095238096
2020-08-01,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",238,249.71428571428572,2803,3093.0666666666666,NA,NA,2584.285714285714,455.28571428571433
2020-08-01,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",2050,2201.9523809523807,10255,11837.733333333334,NA,NA,9070.333333333332,2375.190476190476
2020-08-01,26,"Fabricación de productos informáticos, electrónicos y ópticos",203,213.42857142857142,1530,1705,NA,NA,1109.3809523809523,548.9047619047619
2020-08-01,27,Fabricación de material y equipo eléctrico,237,248.57142857142858,1417,1845.8,NA,NA,1205.4285714285713,526.1428571428571
2020-08-01,28,Fabricación de maquinaria y equipo n.c.o.p.,798,829.6190476190476,5666,6090.733333333334,NA,NA,4670.666666666666,1271.047619047619
2020-08-01,29,"Fabricación de vehículos de motor, remolques y semirremolques",330,362.04761904761904,4642,7533.8,NA,NA,5513.142857142857,1643.4285714285716
2020-08-01,30,Fabricación de otro material de transporte,144,143.61904761904762,2737,1610.6,NA,NA,1468.7619047619046,383.42857142857144
2020-08-01,31,Fabricación de muebles,712,786.3333333333333,2607,2992.5333333333333,NA,NA,2114.095238095238,775.5238095238096
2020-08-01,32,Otras industrias manufactureras,851,909.6190476190476,3338,3811.133333333333,NA,NA,1978.1904761904761,1709.2857142857142
2020-08-01,33,Reparación e instalación de maquinaria y equipo,965,1035.2380952380954,3668,4323.333333333333,NA,NA,3255.476190476191,898.3809523809523
2020-08-01,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",73,77.9047619047619,309,266.6,NA,NA,195.66666666666666,83.57142857142857
2020-08-01,36,"Captación, depuración y distribución de agua",30,30.952380952380953,122,135.06666666666666,NA,NA,90.71428571428572,40.95238095238095
2020-08-01,37,Recogida y tratamiento de aguas residuales,15,16.857142857142858,34,46.2,NA,NA,34.285714285714285,9.428571428571429
2020-08-01,38,"Recogida, tratamiento y eliminación de residuos; valorización",173,190,732,822.8,NA,NA,552.5714285714286,243.19047619047618
2020-08-01,39,Actividades de descontaminación y otros servicios de gestión de residuos,18,19.142857142857142,45,50.666666666666664,NA,NA,32.523809523809526,16.523809523809522
2020-08-01,41,Construcción de edificios,2600,2874,5881,7013.266666666666,NA,NA,4130.142857142857,2590.0476190476193
2020-08-01,42,Ingeniería civil,173,191.95238095238096,452,548.6,NA,NA,410.95238095238096,111.95238095238096
2020-08-01,43,Actividades de construcción especializada,4629,5142.809523809524,11496,13644.533333333333,NA,NA,10062.285714285714,3024.952380952381
2020-08-01,45,Venta y reparación de vehículos de motor y motocicletas,7090,7911.333333333334,17136,21021.333333333336,NA,NA,15156.714285714286,4844.333333333333
2020-08-01,46,"Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas",14501,15528.619047619046,54047,61771.666666666664,NA,NA,36716.142857142855,23004
2020-08-01,47,"Comercio al por menor, excepto de vehículos de motor y motocicletas",27293,29751.904761904763,66758,76971.93333333333,NA,NA,24750,49527.47619047619
2020-08-01,49,Transporte terrestre y por tubería,7540,8334.761904761905,25241,28243,NA,NA,22877.52380952381,4586.142857142857
2020-08-01,50,Transporte marítimo y por vías navegables interiores,327,364.9047619047619,1251,1626.8666666666666,NA,NA,1028.8095238095239,504.9047619047619
2020-08-01,51,Transporte aéreo,162,171.6190476190476,14860,16246.333333333334,NA,NA,8090.619047619048,7690.523809523809
2020-08-01,52,Almacenamiento y actividades anexas al transporte,1471,1572.7142857142858,10798,14196.333333333334,NA,NA,8384.380952380952,4910.095238095238
2020-08-01,53,Actividades postales y de correos,280,301.7142857142857,1003,1172.6666666666665,NA,NA,747.9047619047619,380.76190476190476
2020-08-01,55,Servicios de alojamiento,7735,8286.142857142857,104102,116490.6,NA,NA,49848.52380952381,63126.571428571435
2020-08-01,56,Servicios de comidas y bebidas,44399,48502.28571428572,149908,170393.80000000002,NA,NA,78404.23809523809,86613.95238095238
2020-08-01,58,Edición,593,636.8571428571429,5269,6474.799999999999,NA,NA,3240.666666666667,2923.5714285714284
2020-08-01,59,"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical",666,686.3333333333334,3637,3692.733333333333,NA,NA,1791.1428571428573,1884.5238095238094
2020-08-01,60,Actividades de programación y emisión de radio y televisión,218,223.76190476190476,1626,1677.9333333333334,NA,NA,999.0952380952381,665.3333333333333
2020-08-01,61,Telecomunicaciones,285,315.85714285714283,836,992.0666666666666,NA,NA,537.9047619047619,415.57142857142856
2020-08-01,62,"Programación, consultoría y otras actividades relacionadas con la informática",1331,1394.4285714285716,10028,10338,NA,NA,6487.571428571428,3798.4761904761904
2020-08-01,63,Servicios de información,334,353,1808,2128.9333333333334,NA,NA,966.047619047619,1077.5714285714287
2020-08-01,64,"Servicios financieros, excepto seguros y fondos de pensiones",205,214.57142857142858,1384,1509.3333333333333,NA,NA,688,784.1904761904763
2020-08-01,65,"Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria",45,49.666666666666664,111,124.4,NA,NA,47.14285714285714,73.95238095238095
2020-08-01,66,Actividades auxiliares a los servicios financieros y a los seguros,562,617.7142857142857,2265,2559.5333333333338,NA,NA,857.1428571428571,1626.2380952380954
2020-08-01,68,Actividades inmobiliarias,3317,3576.714285714286,7339,8556.6,NA,NA,3091.9523809523807,5149
2020-08-01,69,Actividades jurídicas y de contabilidad,2274,2488.9523809523807,8045,9405.533333333333,NA,NA,2945.8571428571427,6079.285714285714
2020-08-01,70,Actividades de las sedes centrales; actividades de consultoría de gestión empresarial,969,1024.3333333333333,5023,5488.066666666667,NA,NA,2258.3333333333335,3100.6190476190477
2020-08-01,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,1831,1972.904761904762,8433,9469.133333333333,NA,NA,5535.809523809524,3652.333333333333
2020-08-01,72,Investigación y desarrollo,197,210.14285714285717,1100,1203.2,NA,NA,612.2380952380952,569.6666666666666
2020-08-01,73,Publicidad y estudios de mercado,2063,2157.9523809523807,11265,12677.2,NA,NA,5404.380952380952,6947.714285714285
2020-08-01,74,"Otras actividades profesionales, científicas y técnicas",1333,1433.3333333333333,4728,5305.866666666667,NA,NA,2162.3333333333335,3001.809523809524
2020-08-01,75,Actividades veterinarias,135,162.47619047619048,286,372,NA,NA,63.476190476190474,287.33333333333337
2020-08-01,77,Actividades de alquiler,2086,2217,9497,10634.333333333334,NA,NA,6203.666666666667,4128.523809523809
2020-08-01,78,Actividades relacionadas con el empleo,712,745.7619047619048,4201,4515.933333333333,NA,NA,1781.4761904761906,2642.5238095238096
2020-08-01,79,"Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos",3738,3779.190476190476,25650,25686.666666666668,NA,NA,7290.047619047619,18410.428571428572
2020-08-01,80,Actividades de seguridad e investigación,332,354.66666666666663,2887,3212.5333333333333,NA,NA,2274.9523809523807,846.9047619047619
2020-08-01,81,Servicios a edificios y actividades de jardinería,2709,2964.5714285714284,12333,15095.066666666668,NA,NA,4332.714285714286,10058.142857142857
2020-08-01,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,2654,2773.2857142857147,15457,17905.333333333332,NA,NA,7801,9559.952380952382
2020-08-01,84,Administración Pública y defensa; Seguridad Social obligatoria,39,41.666666666666664,451,466.20000000000005,NA,NA,186.28571428571428,275.5238095238095
2020-08-01,85,Educación,9433,10117.904761904761,35015,40746.93333333333,NA,NA,8724.333333333334,30825.333333333332
2020-08-01,86,Actividades sanitarias,5864,6436.142857142857,12937,15097.333333333332,NA,NA,2597.666666666667,11944.619047619048
2020-08-01,87,Asistencia en establecimientos residenciales,227,244.57142857142856,977,1102.5333333333333,NA,NA,289.04761904761904,781.7619047619047
2020-08-01,88,Actividades de servicios sociales sin alojamiento,1387,1465.5238095238094,5883,6549.5999999999995,NA,NA,1216.857142857143,5154.809523809524
2020-08-01,90,"Actividades de creación, artísticas y espectáculos",1341,1404.1904761904764,4936,5236.8,NA,NA,2730.142857142857,2427.4285714285716
2020-08-01,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",257,281.76190476190476,1409,1720.4,NA,NA,603.8571428571429,1029.3809523809523
2020-08-01,92,Actividades de juegos de azar y apuestas,1229,1343.5238095238096,5393,5678.333333333333,NA,NA,2946.714285714286,2658.285714285714
2020-08-01,93,"Actividades deportivas, recreativas y de entretenimiento",6552,6902.047619047618,26122,28706.2,NA,NA,14986.761904761905,13071.571428571428
2020-08-01,94,Actividades asociativas,1442,1564.4285714285716,4732,5581.333333333334,NA,NA,1911.952380952381,3467.238095238095
2020-08-01,95,"Reparación de ordenadores, efectos personales y artículos de uso doméstico",747,831.9047619047619,1565,1879.5333333333333,NA,NA,1107.047619047619,692.8095238095239
2020-08-01,96,Otros servicios personales,9084,9850.285714285714,18946,21739.06666666667,NA,NA,4769.809523809524,16258.857142857143
2020-08-01,97,Actividades de los hogares como empleadores de personal doméstico,49,52.61904761904762,117,137.53333333333333,NA,NA,69.04761904761905,63.23809523809524
2020-08-01,98,Actividades de los hogares como productores de bienes y servicios para uso propio,0,0,0,0,NA,NA,85.61904761904762,129.76190476190476
2020-08-01,99,Actividades de organizaciones y organismos extraterritoriales,7,10,26,290.3333333333333,NA,NA,0,0
2020-09-01,01,"Agricultura, ganadería, caza y servicios relacionados con las mismas",270,290.25,666,711.5500000000001,NA,NA,453.20000000000005,258.35
2020-09-01,02,Silvicultura y explotación forestal,27,29.3,59,62.15,NA,NA,48.150000000000006,14
2020-09-01,03,Pesca y acuicultura,54,63.6,144,159.55,NA,NA,126.2,33.35
2020-09-01,05,"Extracción de antracita, hulla y lignito",3,3,5,5,NA,NA,4,1
2020-09-01,06,Extracción de crudo de petróleo y gas natural,1,0.1,1,0.1,NA,NA,0,0
2020-09-01,07,Extracción de minerales metálicos,3,3,85,89.85,NA,NA,69.95,20
2020-09-01,08,Otras industrias extractivas,64,67.19999999999999,234,253.2,NA,NA,187.15,8
2020-09-01,09,Actividades de apoyo a las industrias extractivas,5,5,17,18.5,NA,NA,47.45,25.55
2020-09-01,10,Industria de la alimentación,2163,2266.1,9161,9591.15,NA,NA,1548.95,1169.25
2020-09-01,11,Fabricación de bebidas,557,584.65,1927,2019.25,NA,NA,4103.7,3521.55
2020-09-01,12,Industria del tabaco,5,5.3,26,30.299999999999997,NA,NA,816.05,454.45
2020-09-01,13,Industria textil,600,620.6,3262,3420.45,NA,NA,25,5.3
2020-09-01,14,Confección de prendas de vestir,1001,1016.25,3985,4057,NA,NA,1806.6,1613.85
2020-09-01,15,Industria del cuero y del calzado,389,402.04999999999995,2407,2479.9,NA,NA,959.25,3097.75
2020-09-01,16,"Industria de la madera y del corcho, excepto muebles; cestería y espartería",445,469.95,1853,1977.3500000000001,NA,NA,1398.6999999999998,1081.2
2020-09-01,17,Industria del papel,179,189.85000000000002,1155,1176.5,NA,NA,1486.4499999999998,490.9
2020-09-01,18,Artes gráficas y reproducción de soportes grabados,2148,2207.6499999999996,8197,8593.85,NA,NA,735.85,440.65
2020-09-01,19,Coquerías y refino de petróleo,1,1,1,1,NA,NA,5619,2974.85
2020-09-01,20,Industria química,380,395.75,3080,3296.7,NA,NA,1,0
2020-09-01,21,Fabricación de productos farmacéuticos,23,22.75,651,657.05,NA,NA,2205.75,1090.95
2020-09-01,22,Fabricación de productos de caucho y plásticos,415,449.5,2503,2659.75,NA,NA,175.75,481.3
2020-09-01,23,Fabricación de otros productos minerales no metálicos,459,477.05,2268,2400.95,NA,NA,1772.65,887.1
2020-09-01,24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",216,225.2,2275,2457.8999999999996,NA,NA,1673.85,727.0999999999999
2020-09-01,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",1795,1904.4,8776,9328.5,NA,NA,2098.1000000000004,359.79999999999995
2020-09-01,26,"Fabricación de productos informáticos, electrónicos y ópticos",170,180.9,1131,1407.3000000000002,NA,NA,7367.7,1960.8000000000002
